"Time","Vd","Vd"
0,0,0.00899100899100899
0.05078125,0,0.00899100899100899
0.1015625,0,0.00899100899100899
0.15234375,0,0.00899100899100899
0.203125,0,0.00899100899100899
0.25390625,0,0.00899100899100899
0.3046875,0,0.00899100899100899
0.35546875,0,0.00899100899100899
0.40625,0,0.00899100899100899
0.45703125,0,0.00899100899100899
0.5078125,0,0.00899100899100899
0.55859375,0,0.00899100899100899
0.609375,0,0.00899100899100899
0.66015625,0,0.00899100899100899
0.7109375,0,0.00899100899100899
0.76171875,0,0.00899100899100899
0.8125,0,0.00899100899100899
0.86328125,0,0.00899100899100899
0.9140625,0,0.00899100899100899
0.96484375,0,0.00899100899100899
1.015625,0,0.00899100899100899
1.06640625,0,0.00899100899100899
1.1171875,0,0.00899100899100899
1.16796875,0,0.00899100899100899
1.21875,0,0.00899100899100899
1.26953125,0,0.00899100899100899
1.3203125,0,0.00899100899100899
1.37109375,0,0.00899100899100899
1.421875,0,0.00899100899100899
1.47265625,0,0.00899100899100899
1.5234375,0,0.00899100899100899
1.57421875,0,0.00899100899100899
1.625,0,0.00899100899100899
1.67578125,0,0.00899100899100899
1.7265625,0,0.00899100899100899
1.77734375,0,0.00899100899100899
1.828125,0,0.00899100899100899
1.87890625,0,0.00899100899100899
1.9296875,0,0.00899100899100899
1.98046875,0,0.00899100899100899
2.03125,0,0.00899100899100899
2.08203125,0,0.00899100899100899
2.1328125,0,0.00899100899100899
2.18359375,0,0.00899100899100899
2.234375,0,0.00899100899100899
2.28515625,0,0.00899100899100899
2.3359375,0,0.00899100899100899
2.38671875,0,0.00899100899100899
2.4375,0,0.00899100899100899
2.48828125,0,0.00899100899100899
2.5390625,0,0.00899100899100899
2.58984375,0,0.00899100899100899
2.640625,0,0.00899100899100899
2.69140625,0,0.00899100899100899
2.7421875,0,0.00899100899100899
2.79296875,0,0.00899100899100899
2.84375,0,0.00899100899100899
2.89453125,0,0.00899100899100899
2.9453125,0,0.00899100899100899
2.99609375,0,0.00899100899100899
3.046875,0,0.00899100899100899
3.09765625,0,0.00899100899100899
3.1484375,0,0.00899100899100899
3.19921875,0,0.00899100899100899
3.25,0,0.00899100899100899
3.30078125,0,0.00899100899100899
3.3515625,0,0.00899100899100899
3.40234375,0,0.00899100899100899
3.453125,1.8296277068455,0.0425540463501843
3.50390625,1.82962770684549,0.138814009443069
3.5546875,1.8296277068455,0.234039528058968
3.60546875,1.82962770684549,0.328241718713427
3.65625,1.8296277068455,0.42143157845988
3.70703125,1.82962770684549,0.513619986173439
3.7578125,1.8296277068455,0.604817703820877
3.80859375,1.82962770684549,0.695035377716968
3.859375,1.8296277068455,0.784283539767329
3.91015625,1.82962770684549,0.872572608697894
3.9609375,1.8296277068455,0.959912891271195
4.01171875,1.82962770684549,1.04631458348955
4.0625,1.8296277068455,1.13178777178535
4.11328125,1.82962770684549,1.2163424341985
4.1640625,1.8296277068455,1.2999884415413
4.21484375,1.82962770684549,1.3827355585507
4.265625,1.8296277068455,1.46459344502825
4.31640625,1.82962770684549,1.54557165696777
4.3671875,1.8296277068455,1.62567964767091
4.41796875,1.82962770684549,1.7049267688507
4.46875,1.8296277068455,1.78332227172328
4.51953125,1.82962770684549,1.86087530808786
4.5703125,1.8296277068455,1.9375949313951
4.62109375,1.82962770684549,2.013490097804
4.671875,1.8296277068455,2.08856966722741
4.72265625,1.82962770684549,2.16284240436635
4.7734375,1.8296277068455,2.2363169797332
4.82421875,1.82962770684549,2.30900197066386
4.875,1.8296277068455,2.38090586231905
4.92578125,1.82962770684549,2.45203704867491
4.9765625,1.8296277068455,2.52240383350282
5.02734375,1.82962770684549,2.59201443133886
5.078125,1.8296277068455,2.66087696844273
5.12890625,1.82962770684549,2.72899948374636
5.1796875,1.8296277068455,2.79638992979243
5.23046875,1.82962770684549,2.86305617366271
5.28125,1.8296277068455,2.92900599789644
5.33203125,1.82962770684549,2.99424710139889
5.3828125,1.8296277068455,3.05878710034008
5.43359375,1.82962770684549,3.12263352904392
5.484375,1.8296277068455,3.18579384086775
5.53515625,1.82962770684549,3.24827540907241
5.5859375,1.8296277068455,3.31008552768301
5.63671875,1.82962770684549,3.37123141234043
5.6875,1.8296277068455,3.43172020114364
5.73828125,1.82962770684549,3.49155895548302
5.7890625,1.8296277068455,3.5507546608647
5.83984375,1.82962770684549,3.609314227726
5.890625,1.8296277068455,3.6672444922422
5.94140625,1.82962770684549,3.72455221712454
5.9921875,1.8296277068455,3.78124409240971
6.04296875,1.82962770684549,3.83732673624088
6.09375,1.8296277068455,3.8928066956402
6.14453125,1.82962770684549,3.94769044727318
6.1953125,1.8296277068455,4.00198439820471
6.24609375,1.82962770684549,4.05569488664706
6.296875,1.8296277068455,4.10882818269976
6.34765625,1.82962770684549,4.16139048908158
6.3984375,1.8296277068455,4.21338794185461
6.44921875,1.82962770684549,4.26482661114062
6.5,1.8296277068455,4.31571250182961
6.55078125,1.82962770684549,4.3660515542809
6.6015625,1.8296277068455,4.41584964501652
6.65234375,1.82962770684549,4.46511258740728
6.703125,1.8296277068455,4.51384613235139
6.75390625,1.82962770684549,4.56205596894583
6.8046875,1.8296277068455,4.60974772515046
6.85546875,1.82962770684549,4.65692696844506
6.90625,1.8296277068455,4.70359920647926
6.95703125,1.82962770684549,4.74976988771547
7.0078125,1.8296277068455,4.79544440206497
7.05859375,1.82962770684549,4.84062808151707
7.109375,1.8296277068455,4.88532620076162
7.16015625,1.82962770684549,4.9295439778047
7.2109375,1.8296277068455,4.97328657457785
7.26171875,1.82962770684549,5.01655909754059
7.3125,1.8296277068455,5.05936659827658
7.36328125,1.82962770684549,5.10171407408333
7.4140625,1.8296277068455,5.1436064685556
7.46484375,1.82962770684549,5.18504867216244
7.515625,1.8296277068455,5.2260455228182
7.56640625,1.82962770684549,5.26660180644722
7.6171875,1.8296277068455,5.30672225754255
7.66796875,1.82962770684549,5.34641155971868
7.71875,1.8296277068455,5.38567434625827
7.76953125,1.82962770684549,5.42451520065306
7.8203125,1.8296277068455,5.4629386571389
7.87109375,1.82962770684549,5.50094920122512
7.921875,1.8296277068455,5.53855127021813
7.97265625,1.82962770684549,5.57574925373942
8.0234375,1.8296277068455,5.61254749423805
8.07421875,1.82962770684549,5.64895028749751
8.125,1.8296277068455,5.68496188313728
8.17578125,1.82962770684549,5.72058648510886
8.2265625,1.8296277068455,5.75582825218657
8.27734375,1.82962770684549,5.79069129845304
8.328125,1.8296277068455,5.82517969377947
8.37890625,1.82962770684549,5.85929746430075
8.4296875,1.8296277068455,5.89304859288545
8.48046875,1.82962770684549,5.92643701960082
8.53125,1.8296277068455,5.95946664217268
8.58203125,1.82962770684549,5.99214131644051
8.6328125,-2.46090293283124E-109,0.0125367216758919
8.68359375,-3.47909252769865E-241,0.00899104443987385
8.734375,0,0.0089910089913634
8.78515625,0,0.008991008991009
8.8359375,0,0.00899100899100899
8.88671875,0,0.00899100899100899
8.9375,0,0.00899100899100899
8.98828125,0,0.00899100899100899
9.0390625,0,0.00899100899100899
9.08984375,0,0.00899100899100899
9.140625,0,0.00899100899100899
9.19140625,0,0.00899100899100899
9.2421875,0,0.00899100899100899
9.29296875,0,0.00899100899100899
9.34375,0,0.00899100899100899
9.39453125,0,0.00899100899100899
9.4453125,0,0.00899100899100899
9.49609375,0,0.00899100899100899
9.546875,0,0.00899100899100899
9.59765625,0,0.00899100899100899
9.6484375,0,0.00899100899100899
9.69921875,0,0.00899100899100899
9.75,0,0.00899100899100899
9.80078125,0,0.00899100899100899
9.8515625,0,0.00899100899100899
9.90234375,0,0.00899100899100899
9.953125,0,0.00899100899100899
10.00390625,0,0.00899100899100899
10.0546875,0,0.00899100899100899
10.10546875,0,0.00899100899100899
10.15625,0,0.00899100899100899
10.20703125,0,0.00899100899100899
10.2578125,0,0.00899100899100899
10.30859375,0,0.00899100899100899
10.359375,0,0.00899100899100899
10.41015625,0,0.00899100899100899
10.4609375,0,0.00899100899100899
10.51171875,0,0.00899100899100899
10.5625,0,0.00899100899100899
10.61328125,0,0.00899100899100899
10.6640625,0,0.00899100899100899
10.71484375,0,0.00899100899100899
10.765625,0,0.00899100899100899
